material,price,title
"Main: 95% Cotton, 5% Elastane.",£85.00,Fila ribbed cardigan with logo in red
"Main: 80% Polyester, 10% Acrylic, 10% Polyamide.",£85.00,Cotton:On crop knitted sweater in blue wave
"Main: 60% Wool, 40% Lyocell.",£85.00,& Other Stories merino wool lettuce edge top in off white
,£85.00,
Ribbed texture,£85.00,ASOS DESIGN jumper with multi colour print
"Main: 53% Viscose, 30% Polyester, 17% Polyamide.",£85.00,ASOS DESIGN crew neck rib jumper in grey marl 
"Main: 73% Polyester, 24% Acrylic, 3% Elastane.",£85.00,Threadbare Daisy cable knit cardigan in grey
"Main: 52% Viscose, 26% Polyester, 22% Nylon.",£85.00,Y.A.S sweetheart neck knitted top in black
,£85.00,
"Main: 80% Viscose, 20% Polyacrylate.",£85.00,Cotton:On cropped ribbed half zip jumper in Sunfaded Yellow
Main: 100% Acrylic.,£85.00,Only v neck ribbed jumper in cream
"Main: 56% Polyester, 37% Acrylic, 7% Wool.",£85.00,Y.A.S longline knitted cardigan in bright colbalt blue
"Main: 50% Viscose, 27% Nylon, 23% Polyester.",£85.00,Only Curve v neck jumper in black
Main: 100% Lyocell.,£85.00,Calvin Klein Jeans badge roll neck sweater in black
"Main: 86% Acrylic, 10% Polyamide, 4% Polyester.",£85.00,Vila double breasted cable knit cardigan in cream
,£85.00,
"Main: 52% Polyester, 44% Cotton, 4% Elastane, Trim: 97% Viscose, 3% Elastane.",£85.00,Mango zip front top in white
"Main: 56% Viscose, 44% Polyamide.",£85.00,ASOS DESIGN knitted 2 in 1 shrug in ladder stitch in black
"Main: 70% Cotton, 30% Polyester.",£85.00,Only cotton cropped cable knit polo jumper in lime
"Main: 59% Cotton, 41% Acrylic.",£85.00,Labelrail x Holly Marston long sleeve rib jumper with bullring slash detail in blue
"Main: 68% Viscose, 32% Polyester.",£85.00,ASOS DESIGN knitted top with sweetheart neck and faux feather trims in lime yellow
"Main: 86% Acrylic, 8% Polyester, 6% Polyamide.",£85.00,Pull&Bear cable knit oversized cardigan in ecru
"Main: 92% Polyester, 8% Elastane, Main 2: 100% Polyester.",£85.00,Labelrail x Holly Marston velvet leopard tie cardigan with faux fur trim in brown
"Main: 40% Polyester, 27% Polyamide, 17% Acrylic, 12% Cotton, 4% Elastane.",£85.00,Pull&Bear button detail oversized knitted jumper in taupe brown
"Main: 53% Viscose, 32% Polyester, 15% Nylon.",£85.00,Aria Cove knitted turtle neck ribbed jumper with open front detail co-ord in chocolate
"Main: 54% Viscose, 26% Polyamide, 13% Polyester, 7% Metallised fibres.",£85.00,ASOS DESIGN knitted top with cut out and twist strap neck in metallic brown
"Main: 63% Viscose, 37% Nylon.",£85.00,Topshop knitted funnel neck stripe long sleeve top in blue
Main: 100% Acrylic.,£85.00,Stradivarius cropped cable knit jumper in navy 
"Main: 58% Polyester, 36% Acrylic, 4% Elastane, 2% Wool.",£85.00,ASOS DESIGN Petite relaxed crew neck jumper in cream 
"Main: 75% Nylon, 25% Acrylic.",£26.00,Topshop knitted ultra fluffy fairisle jumper in neutral
"Main: 97% Polyester, 3% Elastane.",£85.00,Noisy May lightweight longline cardigan in grey
"Main: 94% Polyester, 3% Elastane, 3% Nylon.",£85.00,Vero Moda longline chuck on cardigan in black melange
"Main: 83% Viscose, 16% Nylon, 1% Elastane.",£85.00,Abercrombie & Fitch long sleeve knitted top with sweetheart neckline in cream
"Main: 53% Polyester, 20% Acrylic, 19% Nylon, 8% Wool.",£26.00,Topshop knitted long line v neck boucle jumper in pink
"Main: 70% Polyester, 20% Acrylic, 10% Nylon.",£26.00,ASOS DESIGN double zip cardigan in fairisle pattern in grey 
Main: 100% Polyester.,£26.00,Topshop knitted forward seam twist yarn crew jumper in multi
,£26.00,ASOS DESIGN high neck jumper in grey
Main: 100% Polyester.,£26.00,ASOS DESIGN off shoulder jumper in chunky rib in charcoal
"Main: 52% Alpaca, 45% Polyamide, 3% Elastane.",£26.00,& Other Stories alpaca wool relaxed jumper in brown melange
"Main: 80% Polyester, 15% Acrylic, 3% Wool, 2% Elastane.",£26.00,Monki knitted button front cardigan with v neck in beige melange
"Main: 56% Polyester, 44% Cotton.",£26.00,ASOS DESIGN super soft colour block long sleeve jumper in grey marl
"Main: 80% Viscose, 20% Metallic fibres.",£26.00,Only lightweight chevron jumper in black and gold glitter
"Main: 56% Polyester, 44% Cotton.",£26.00,ASOS DESIGN super soft co-ord long line polo neck jumper in charcoal marl
Main: 100% Polyester.,£26.00,Topshop knitted forward seam twist yarn crew jumper in grey
"Main: 72% Acrylic, 26% Polyamide, 2% Elastane.",£26.00,Brave Soul frankie zipped front ribbed jumper in charcoal
"Main: 51% Polyester, 46% Acrylic, 3% Elastane.",£26.00,ASOS DESIGN longline jumper with high neck in silver grey 
"Main: 83% Acrylic, 11% Polyester, 6% Wool.",£26.00,Topshop knitted zebra print fluffy jumper in neutral
"Main: 52% Polyester, 38% Acrylic, 8% Wool, 2% Elastane.",£26.00,& Other Stories mock neck jumper in black
"Main: 50% Acrylic, 50% Polyester.",£26.00,ASOS DESIGN relaxed jumper with zip collar in grey
"Main: 55% Cotton, 45% Polyester.",£26.00,Threadbare Christmas printed sweater in red
"Main: 52% Alpaca, 45% Polyamide, 3% Elastane.",£26.00,& Other Stories alpaca blend cardigan with button front in grey
"Fabric: 55% Polyester, 25% Acrylic, 18% Polyamide, 2% Elastane.",£26.00,New Look crew neck jumper in black
"Fabric: 55% Polyester, 25% Acrylic, 18% Polyamide, 2% Elastane.",£26.00,New Look wrap jumper in light grey
"Main: 70% Polyester, 26% Acrylic, 3% Wool, 1% Elastane.",£26.00,Topshop knitted boucle stripe jumper in mono
Main: 100% Polyester.,£26.00,Pieces chunky knit cardigan in grey
"Main: 70% Polyester, 21% Nylon, 8% Wool, 1% Elastane.",£26.00,Topshop knitted slouchy exposed seam fluffy wide rib jumper in grey
"Main: 90% Polyester, 5% Elastane, 5% Wool.",£26.00,Pieces reversable tie front cardigan in light beige
"Main: 56% Polyester, 44% Cotton.",£26.00,ASOS DESIGN super soft co-ord roll neck with cuff detail in bright pink
"Main: 56% Polyester, 44% Cotton.",£26.00,ASOS DESIGN Curve super soft long line roll neck in winter white
Main: 100% Polyester.,£26.00,Pieces roll neck jumper in navy and white stripe
Main: 100% Cotton.,£26.00,ASOS DESIGN knitted cropped cardigan with double zip in grey marl
Main: 100% Acrylic.,£26.00,Vero Moda button through cardigan in burgundy red
"Main: 45% Polyester, 30% Acrylic, 25% Nylon.",£26.00,Topshop knitted fluffy roll neck jumper in blue
"Main: 57% Polyester, 33% Nylon, 10% Wool.",£26.00,ASOS DESIGN asymmetric cardigan with double zip in chocolate
"Main: 47% Acrylic, 45% Polyester, 5% Elastane, 3% Wool.",£26.00,Mango stripe round neck jumper in beige and black
Main: 100% Acrylic.,£26.00,ASOS DESIGN oversized Christmas jumper in fairisle pattern with contrast trim in blue
"Main: 58% Polyester, 36% Acrylic, 4% Elastane, 2% Wool.",£26.00,ASOS DESIGN Curve oversized crew neck jumper in black
"Main: 74% Polyester, 17% Acrylic, 9% Nylon.",£26.00,ASOS DESIGN chunky rib jumper with high neck in red
"Main: 87% Polyester, 13% Acrylic.",£26.00,Topshop knitted volume sleeve fluffy jumper in black
Main: 100% Polyester.,£26.00,Cotton:On slouch v-neck knit jumper in cobalt
"Main: 55% Polyester, 45% Acrylic.",£26.00,ASOS DESIGN high neck jumper with turn back cuff in long and lean block in black
"Main: 75% Viscose, 25% Polyester.",£26.00,ASOS DESIGN crew neck sheer jumper with contrast tipping in black
Main: 100% Acrylic.,£26.00,Threadbare Plus Christmas high neck jumper in navy
Main: 100% Cotton.,£26.00,Tommy Jeans Plus essential badge cardigan in red
"Main: 50% Acrylic, 50% Polyester.",£26.00,ASOS DESIGN relaxed jumper with zip collar in stripe 
"Main: 62% Polyester, 22% Acrylic, 9% Nylon, 4% Elastane, 3% Wool.",£26.00,Pieces Curve knitted jumper in baby blue
Main: 100% Polyester.,£26.00,Pieces Curve high neck jumper with balloon sleeves in lilac
Main: 100% Polyester.,£26.00,Pieces Curve roll neck jumper in navy and white stripe
Main: 100% Acrylic.,£26.00,Threadbare Plus Christmas v neck jumper in multi
"Main: 62% Polyester, 22% Acrylic, 9% Nylon, 4% Elastane, 3% Wool.",£26.00,Pieces Curve knitted jumper in black
Main: 100% Acrylic.,£26.00,Threadbare Tall Christmas roll neck cropped jumper in black
Main: 100% Acrylic.,£26.00,Threadbare Christmas roll neck cropped jumper in black
"Main: 59% Polyester, 29% Acrylic, 9% Wool, 3% Elastane.",£26.00,Pieces Curve soft yarn v-neck jumper in light camel
"Main: 76% Polyester, 10% Acrylic, 8% Polyamide, 6% Elastane.",£26.00,Stradivarius round neck chunky jumper in stone 
"Main: 94% Polyester, 3% Elastane, 3% Nylon.",£26.00,Vero Moda round neck knitted jumper in black melange
"Main: 70% Polyester, 21% Nylon, 8% Wool, 1% Elastane.",£26.00,Topshop Curve knitted exposed seam fluffy crew neck jumper in mushroom
"Main: 70% Acrylic, 27% Nylon, 3% Elastane.",£26.00,Vero Moda longline knitted jumper in cream 
"Main: 97% Polyester, 3% Wool.",£26.00,Monki cropped knitted jumper in forest green
,£26.00,
,£26.00,
,£26.00,Vero Moda roll neck jumper in cream
"Main: 71% Acrylic, 29% Polyester.",£26.00,ASOS DESIGN crop cable jumper in cream
"Body: 53% Viscose, 28% Polyester, 19% Nylon.",£26.00,COLLUSION soft knitted roll neck in ecru
"Main: 56% Polyester, 36% Acrylic, 6% Nylon, 2% Elastane.",£26.00,ASOS DESIGN Christmas oversized jumper with apres ski pattern
Main: 100% Acrylic.,£26.00,Brave Soul mince pie christmas jumper in cream
Main: 100% Acrylic.,£26.00,Only Petite cropped strawberry print cardigan in red
"Main: 56% Polyester, 44% Cotton.",£26.00,ASOS DESIGN super soft wrap top in warm cream 
"Main: 53% Polyester, 41% Cotton, 6% Elastane.",£26.00,ASOS DESIGN super soft brushed rib roll neck in winter white
"Main: 84% Acrylic, 10% Polyamide, 6% Polyester.",£28.00,ASOS DESIGN zip through cardigan with collar in stone
Main: 100% Acrylic.,£28.00,ASOS DESIGN Petite crop zip cardigan with cable detail in khaki
"Main: 58% Polyester, 38% Acrylic, 4% Spandex.",£26.00,Topshop Petite knitted crew neck jumper in lilac
Main: 100% Acrylic.,£28.00,Threadbare Plus Kinsley high neck oversized jumper in monochrome stripe
"Main: 83% Acrylic, 9% Polyamide, 8% Polyester.",£26.00,NA-KD X Paola Cossentino off the shoulder jumper in white
"Main: 48% Polyester, 38% Nylon, 14% Acrylic.",£28.00,ASOS DESIGN Petite boxy edge to edge cardigan in camel
,£28.00,
Main: 100% Cotton.,£28.00,Tommy Jeans Plus varsity logo crew neck sweater in black 
Main: 100% Lyocell.,£28.00,Calvin Klein Jeans Plus label roll neck sweater in black
"Main: 60% Cotton, 40% Polyester.",£28.00,Levi's Plus cropped half zip jumper in light blue
"Main: 75% Acrylic, 25% Nylon.",£28.00,ASOS DESIGN slouchy star jumper in ivory
"Main: 81% Acrylic, 19% Wool.",£28.00,Topshop Curve knitted high neck drop shoulder jumper with wool in navy
"Main: 87% Polyester, 13% Acrylic.",£28.00,Topshop Curve knitted crew neck exposed seam jumper in green
"Main: 70% Polyester, 30% Polyamide.",£28.00,Glamorous fluffy knit boxy jumper in stone co-ord
"Main: 50% Polyester, 20% Acrylic, 18% Nylon, 10% Wool, 2% Elastane.",£28.00,Topshop Curve knitted boxy boucle jumper in dark green
"Main: 57% Polyamide, 43% Polyester.",£28.00,Free People Mina cardi in silver belle combo
Main: 100% Acrylic.,£28.00,Miss Selfridge crochet shrug in cream 
Fabric 1: 100% Polyester.,£28.00,Cotton:On Wrap Crop Pullover jumper in white
Main: 100% Acrylic.,£28.00,Native Youth oversized button up cardigan in multi spacedye
Main: 100% Cotton.,£28.00,Polo Ralph Lauren icon logo short sleeve stripe pima cotton knit t-shirt in blue
"Main: 90% Polyester, 8% Wool, 2% Elastane.",£28.00,Monki knitted sweater with polo collar in brown
"Main: 80% Cotton, 20% Wool.",£28.00,Obey flora knitted jumper in purple
"Main: 59% Acrylic, 38% Polyester, 3% Elastane.",£28.00,Urban Bliss balloon sleeve knitted jumper in oatmeal
"Main: 83% Viscose, 17% Polyamide.",£28.00,& Other Stories zip through cardigan in lilac
"Main: 53% Polyester, 21% Acrylic, 20% Polyamide, 6% Wool.",£28.00,Urban Revivo ribbed v-neck jumper in khaki
"Main: 68% Acrylic, 12% Polyester, 11% Nylon, 6% Wool, 3% Elastane.",£28.00,Noisy May wool mix maxi knitted cardigan in royal blue
"Main: 50% Viscose, 27% Nylon, 23% Polyester.",£28.00,Object knitted v neck polo jumper in grey
"Main: 60% Wool, 27% Polyamide, 10% YAK, 3% Elastane, Inner: 100% Cotton.",£28.00,AllSaints Claude cable knit jumper with shirt layer in white
"Main: 70% Viscose, 30% Polyamide.",£28.00,Pimkie ribbed short sleeve cardigan in bright pink
"Main: 81% Polyester, 16% Acrylic, 3% Elastane.",£28.00,River Island frill collar cardigan in lilac
"Fabric 1: 50% Cotton, 50% Polyester.",£28.00,River Island Arizona Burnout Sweat in Coral
Main: 100% Cotton.,£28.00,Noisy May cropped jumper in blue and yellow stripe
"Main: 50% Polyamide, 50% Wool.",£28.00,Weekday Thea tie front fine knit cardigan in white
Main: 100% Acrylic.,£28.00,ASOS DESIGN Petite cardigan with collar and distressed ladder stitch in black
Soft finish,£28.00,Noisy May Curve ying & yang motif knitted vest in bright pink
"Main: 50% Polyamide, 50% Wool.",£28.00,Weekday Tilly transparent fine knit jumper in bright orange
"Main: 85% Cotton, 15% Polyamide.",£28.00,Weekday Rey side split jumper with seam detail in Dark Grey 
"Main: 62% Cotton, 14% Polyamide, 13% Polyester, 6% Wool, 5% Acrylic.",£28.00,Free People waffle knit jumper in white cloud
Main: 100% Cotton.,£28.00,Tommy Jeans cropped dye badge sweatshirt in black
"Body: 74% Acrylic, 22% Polyester, 4% Spandex.",£28.00,Karl Kani unisex relaxed argyle knitted cardigan with logo
"Main: 72% Acrylic, 16% Wool, 12% Nylon.",£28.00,The Ragged Priest Y2K crop cardigan with shaggy collar
Main: 100% Polyester.,£28.00,Tammy Girl retro Y2K crochet black knit poncho
"Main: 50% Polyamide, 50% Wool.",£28.00,Weekday Tina lightweight knitted sweater in yellow tie dye print
"Main: 95% Polyester, 5% Elastane.",£28.00, I Saw It First cropped ruched jumper in cream
"Main: 55% Acrylic, 28% Polyester, 13% Nylon, 4% Elastane.",£28.00,River Island half zip tank jumper in light blue
Main: 100% Polyester.,£28.00,Native Youth open knit jumper in lime green
"Main: 41% Acrylic, 30% Wool, 29% Nylon.",£28.00,Free People super soft oversized longline cardigan in multi
Ribbed texture,£28.00,Stradivarius micro cardi with gold trim in green
Main: 100% Viscose.,£28.00,Fred Perry ribbed zip through cardigan in black
"Body: 50% Viscose, 30% Polyester, 20% Polyamide, Faux Fur: 100% Polyester.",£28.00,Reclaimed Vintage branded fairisle cropped cardigan with fur trim
"Main: 68% Viscose, 32% Polyamide.",£28.00,ASYOU hook and eye bardot knitted midaxi cardigan in black
"Main: 75% Acrylic, 22% Polyester, 3% Elastane.",£28.00,Cotton:On Curve flower graphic jumper in multi
"Main: 50% Polyester, 40% Acrylic, 10% Polyamide.",£28.00,Monki heavy knitted roll neck sweater in dark green
Soft and warm,£28.00,Calvin Klein Jeans front logo knitted crew neck jumper in black
"Main: 75% Polyamide, 25% Polyester.",£28.00,Cotton:On fur trim cardigan in sage green  
Main: 100% Acrylic.,£28.00,Stradivarius nibbled knitted cardigan in black 
"Fabric 1: 70% Viscose, 30% Nylon.",£28.00,River Island V Neck Fine Jumper in Brown
"Fabric 1: 50% Cotton, 50% Polyester.",£28.00,River Island Los Angeles Flock Sweat in Grey
"Main: 53% Viscose, 27% Polyester, 20% Nylon.",£28.00,River Island mid length belted cardigan in green
"Main: 85% Cotton, 15% Polyester.",£28.00,Selected Femme textured knitted jumper in mono 
"Main: 60% Cotton, 40% Acrylic.",£28.00,Reclaimed Vintage knitted twist front festival cropped top in colour block
"Main: 54% Polyamide, 46% Viscose.",£28.00,Bershka corset detail roll neck jumper in black
Main: 100% Acrylic.,£28.00,The Ragged Priest ultra crop cardigan in fluffy mix check
Main: 100% Polyamide.,£28.00,ASOS DESIGN high neck jumper in warped spot pattern
Main: 100% Cotton.,£28.00,Jordan jacquard knit cardigan in black
"Main: 50% Acrylic, 50% Viscose.",£28.00,ASOS DESIGN high neck jumper in sheer wavy ladder stitch in purple
"Fabric: 50% Viscose, 31% Polyester, 19% Polyamide, Top: 80% Acrylic, 20% Polyester.",£28.00,New Look high neck ribbed cropped jumper in mink
"Body: 100% Cotton, Main: 100% Polyester.",£28.00,ASOS DESIGN knitted puff sleeve top in ecru
"Main: 50% Acrylic, 50% Polyester.",£28.00,Mamalicious Maternity knitted cardigan co-ord in cream
"Main: 52% Polyester, 30% Wool, 12% Acrylic, 6% Elastane.",£28.00,Y.A.S embroidered collar cardigan in black
Main: 100% Cotton.,£28.00,Tommy Jeans logo cardigan in leopard print
Main: 100% Acrylic.,£28.00,ASOS DESIGN knitted tie back jumper in stone
Main: 100% Acrylic.,£35.00,In The Style exclusive knitted contrast collar detail jumper in cream
"Main: 56% Acrylic, 25% Nylon, 16% Polyester, 3% Elastane.",£35.00,Topshop knitted chunky twist bardot top in blue
Main: 100% Acrylic.,£35.00,Reclaimed Vintage inspired unisex shruken laddered jumper in black
"Main: 50% Polyester, 35% Nylon, 15% Acrylic.",£35.00,ASOS DESIGN boxy jumper in rib with roll neck in pink
Main: 100% Acrylic.,£35.00,Daisy Street relaxed jumper in brown with retro heart knit
"Main: 91% Polyester, 9% Metallised Fibre Mixed.",£35.00,In The Style exclusive tinsel wrap tie detail cardigan in black
Main: 100% Acrylic.,£35.00,In The Style exclusive knitted half zip jumper in mono stripe
"Main: 70% Viscose, 30% Nylon.",£35.00,River Island rib top with frilled sleeve in white
Main: 100% Acrylic.,£35.00,Wednesday's Girl boxy knit jumper in tonal stripe
"Fabric 1: 45% Acrylic, 30% Polyester, 10% Wool, 8% Polyamide, 7% Alpaca wool.",£35.00,Cotton:On Fluffy Loose Fit Rib Shrug in black
Main: 100% Acrylic.,£35.00,Noisy May printed cardigan in lilac
Shell: 100% Acrylic.,£35.00,NA-KD fairisle fuzzy knit jumoer in off white
"Main: 55% Acrylic, 30% Nylon, 15% Wool.",£35.00,Daisy Street relaxed jumper in sun stripe knit
"Main: 52% Viscose, 29% Polyester, 19% Polyamide.",£35.00,Pimkie cropped turtleneck jumper in cream
